RESTAURANT_NAME,CITY,AREA,RATING,RATING_COUNT,CUSINE,Online_Order,TABLE_RESERVATION,FAMOUS_FOOD
"Sainik Food","Delhi NCR","Pandav Nagar",3.2,21,"North Indian",No,No,NULL
"Kunal's Creamery & Eatery",Mumbai,Ambernath,3.6,51,"Street Food, Chinese, Fast Food",No,No,"Penne Pasta"
"Brij Palace Restaurant","Delhi NCR",Jasola,0,0,"North Indian",No,No,"Chana Masala , Butter Naan , Paneer Bhujia , Dal Makhani"
"Sahib Hotel","Delhi NCR",Paharganj,0,0,"North Indian",No,No,NULL
Chunky's,Kolkata,Shibpur,3,78,"Italian, Pizza, Continental",Yes,No,NULL
"The Food Story","Delhi NCR","Sector 17, Faridabad",0,0,"North Indian, Chinese",Yes,No,NULL
"Manish Indian & Chinese Food Corner","Delhi NCR",Mahipalpur,0,0,"Chinese, North Indian, Rolls",No,No,NULL
Applemint,Mumbai,Kharghar,3.5,94,Chinese,Yes,No,"Momos , Liti Chokha , Chicken Momo , Litti , Noodle"
"Way To Waffles","Delhi NCR",Vaishali,3.6,31,"Italian, Fast Food, Desserts",Yes,No,NULL
"Food Fantasy","Delhi NCR","Mayur Vihar Phase 1",3.8,437,"North Indian, Chinese, Fast Food",Yes,No,"Tandoori Chicken , Pizza , Dal Makhani , Butter Chicken , Tomato Soup , Murgh Lababdar , Fried Rice Chicken"
"Curry And Combos Twist",Mumbai,"Goregaon East",4.4,92,"North Indian, Chinese, Fast Food, Pizza, Panini, Sandwich, South Indian",Yes,No,"Kadhai Paneer , Paneer Tikka , Gulab Jamun , Cheese Garlic Naan , Mushroom Tikka , Cheese Pav Bhaji , Dum Biryani"
"Friend Z Cafe","Delhi NCR",Rohini,0,0,Beverages,No,No,NULL
"Bunty Fast Food Centre",Kolkata,Behala,0,0,"Fast Food",Yes,No,NULL
"Nutritious Bites","Delhi NCR",Rohini,3,77,"Healthy Food",Yes,No,NULL
"Bombay's Royal China","Delhi NCR","Prashant Vihar",3.4,42,"Chinese, Fast Food, Momos",Yes,No,NULL
"Food Village",Kolkata,Baranagar,2.8,355,"North Indian",Yes,No,"Tandoori Chicken , Fish , Bbq Chicken , Veg Pulao , Coffee , Biryani , Naan"
"Gazzab Family Restaurant","Delhi NCR",Palam,3.5,41,"Chinese, North Indian",Yes,No,NULL
"The Bunk House","Delhi NCR","Hauz Khas Village",3.5,104,"Italian, Continental, North Indian",No,No,"Mocktails , Pasta , Chilli Chicken , Pizza , Nachos"
"AIR- An Ivory Region","Delhi NCR","Punjabi Bagh",4.2,2713,"North Indian, Chinese, Continental, Asian",No,Yes,"Pizza , Chicken Tikka , Momos , Paneer Tikka , Pink Pasta , Noodle , Mocktails"
"Pizza Galleria","Delhi NCR","Gaur City 2",3.7,54,"Pizza, Fast Food",Yes,No,NULL
"Brijwasi Sweets",Mumbai,"Vile Parle East",3.5,23,Mithai,No,No,NULL
"Chakkhna : Beyond Peanuts","Delhi NCR","Sector 49",4,690,"North Indian, Biryani, Mughlai, Kebab",Yes,No,"Dal Makhani , Dahi Ke Sholey , Paneer Tikka , Jhoomta Kukkad , Naan , Biryani , Chicken Tikka"
"Truffle Tangles","Delhi NCR","Sector 49",3.8,41,"Bakery, Desserts, South Indian, North Indian, Bengali",No,No,"Chocolate Truffle , Cupcake , Fruit Cake , Designer Cakes"
Pizzaman,Kolkata,"Sector 5, Salt Lake",3.2,292,"Pizza, Italian, American",Yes,No,"Burgers , Sandwich , Prawn Pizza , Hot Dog , Cottage Cheese Pizza , Chicken Burger"
"Foodee Hub","Delhi NCR","Uttam Nagar",3.2,14,"Chinese, North Indian",Yes,No,NULL
"Anand Special Nasta","Delhi NCR","Uttam Nagar",0,0,"North Indian",No,No,NULL
"Taste Of Kerala","Delhi NCR","Sector 81, Faridabad",0,0,"South Indian",No,No,NULL
"Pepper And Salt","Delhi NCR","Gaur City 2",3.2,11,"Chinese, North Indian",Yes,No,NULL
"Capri Chef Cart","Delhi NCR",Vikaspuri,3.8,503,Chinese,Yes,No,"Momos , Chowmein , Noodle , Honey Chilli Potatoes , Spring Roll , Burgers , Chilli Chicken"
"Wah Shah Ji Wah","Delhi NCR","Tilak Nagar",3.4,17,"North Indian",Yes,No,NULL
"Food Swag","Delhi NCR","Uttam Nagar",0,0,"Rolls, Chinese, Fast Food, Salad, North Indian",No,No,NULL
"Pizza Tree","Delhi NCR","Sector 51, Noida",3.7,129,"Continental, Fast Food, Desserts, Italian, Pizza",Yes,No,"Farm Pizza , Cheesy Pizza , Garlic Bread , Paneer Delight Pizza"
"Coffee House",Mumbai,Fort,3.9,104,Cafe,Yes,Yes,"Coffee , Nachos , Garlic Bread , Cappuccino , Hot Chocolate , Fries , Chocolate Mousse"
"Black Paper","Delhi NCR","Sector 34, Noida",2.8,6,"North Indian, Chinese",Yes,No,NULL
"Vivoo Chicken Corner","Delhi NCR",Ballabhgarh,0,0,"North Indian, Chinese",No,No,NULL
"The 6 Russel Street",Kolkata,Chowringhee,3.7,291,"Rolls, Sandwich, Fast Food",Yes,No,"Sandwich , Momos , Cheese Chicken Roll , Vada Pav , Prawn Rolls , Pasta , Chicken Egg Roll"
EggOMogo,Mumbai,"Castle Mill, Thane West",4.7,76,"Fast Food, Biryani",Yes,No,"Steak , Biryani , Sandwich , Burgers , Omelette , Mocktails , Egg Chilli"
"The Biryani Darbar",Kolkata,"New Town",0,0,"Biryani, North Indian, Chinese",No,No,NULL
"Biryani & Kormas","Delhi NCR","Sector 43, Faridabad",3.3,40,Biryani,Yes,No,NULL
eat.fit,"Delhi NCR","MG Road, Gurgaon",4.3,820,"Healthy Food, North Indian, Biryani, Continental, Desserts",Yes,No,"Salad , Dal Makhani , Rajma , Veg Thali , Pudding , Paratha , Chole"
"Aggarwal Cake Village","Delhi NCR","Uttam Nagar",3.4,21,"Bakery, Fast Food",Yes,No,NULL
"Kachhomal Sweets",Mumbai,Ulhasnagar,3.7,52,Mithai,No,No,NULL
"Maa Sheetla Sweets & Caterers","Delhi NCR","Sector 14, Gurgaon",2.9,4,"Mithai, Street Food",No,No,NULL
"Crispy Masala Chicken",Kolkata,Baguihati,3.6,66,"Burger, Fast Food",Yes,No,NULL
Rehdiwalaa.com,"Delhi NCR","Sector 53, Gurgaon",0,0,Beverages,No,No,NULL
"King's Shawarma","Delhi NCR","Raj Nagar",3.5,36,Rolls,Yes,No,NULL
"Shri Ram Bikaner Sweet & Snacks","Delhi NCR","Sector 31, Faridabad",0,0,"Mithai, Street Food",No,No,NULL
"Taj Biryani Center","Delhi NCR","Sector 33, Gurgaon",0,0,"Biryani, Mughlai",No,No,NULL
"Eat & Gulp","Delhi NCR",Azadpur,3,30,"Italian, Desserts",Yes,No,NULL
"Caesar's Kitchen","Delhi NCR","Sector 38, Noida",3.6,28,"Continental, Chinese",No,No,NULL
"Jain Sweets & Bakers","Delhi NCR",Mahipalpur,3.2,9,"North Indian, Mithai",No,No,NULL
"Punjabi Wok","Delhi NCR","Ashok Vihar Phase 1",2.7,59,"North Indian, Chinese",Yes,No,"Seekh Kebab , Dal Makhani"
"The Real Heavens","Delhi NCR","Sector 51, Noida",2.5,34,"North Indian, Chinese",Yes,No,Lassi
"M's Kitchen",Mumbai,Vashi,3.8,286,"Pizza, Talianska",No,No,"Ravioli , Cheesy Pizza , Lava Cake , Chocolava Cake , Spaghetti Pasta , Paneer Pizza , Garlic Bread"
"Rubaab Restaurant","Delhi NCR","Gamma 1",3.7,503,"North Indian, Mughlai, Chinese",Yes,No,"Dal Makhani , Panneer Butter Masala , Murgh Patiala , Naan , Raita , Paneer Lababdar , Biryani"
"Petuk Food Parlour",Kolkata,Behala,0,0,"North Indian, Chinese",Yes,No,NULL
"Rashmin The Mithai Shop",Mumbai,"Malad East",3.8,43,"Mithai, Street Food",No,No,Panipuri
"Cookie Man",Kolkata,"Prince Anwar Shah Road",4.1,322,"Bakery, Desserts",Yes,No,"Walnut Brownie , Choco Chip Cookies , Tea , Almond Cookies , Almond Brownie , Hot Coffee , Cappuccino"
Ayub's,Mumbai,Fort,3.9,1376,"Rolls, North Indian, Mughlai, Kebab",No,No,"Rolls , Beda Roti , Biryani , Chicken Tikka Roll , Paneer Tikka Roll , Aloo Paneer , Kathi Roll"
"Welcome Chicken Corner","Delhi NCR","East of Kailash",3.8,121,"North Indian, Mughlai, Momos",Yes,No,"Kadhai Murgh , Momos , Chicken Biryani , Shawarma Roll , Fried Rice , Soya Malai Tikka , Tandoori Chicken"
"Domino's Pizza","Delhi NCR","Sector 18, Noida",3.9,1428,"Pizza, Fast Food",Yes,No,"Pizza , Onion Capsicum , Peppy Paneer , Calzone , Chocolava Cake , Stuffed Garlic Bread , Pasta"
"Swad Food & Caterers","Delhi NCR",Janakpuri,3.8,379,"North Indian, Street Food",Yes,No,"Thali , Shahi Paneer , Dal Makhani , Noodle , Chole Bhature , Chur Chur Naan , Manchurian"
"Jai Shree Ram Sweets","Delhi NCR","Sector 14, Gurgaon",2.9,4,"Mithai, Street Food",No,No,NULL
"M/S Binode Behari Nag Ganesh Chandra Dutta",Kolkata,"Dalhousie BBD Bagh",3.6,22,Mishti,No,No,NULL
"Red Chilli Hub","Delhi NCR","Tughlakabad Institutional Area",0,0,Chinese,No,No,NULL
"Sonu Shudh Bhojanalya","Delhi NCR","Mayur Vihar Phase 3",3.6,54,"North Indian",Yes,No,NULL
"Shree Radhey Shyam Dhaba","Delhi NCR",Mahipalpur,0,0,"North Indian",No,No,NULL
"Punjabi Factory","Delhi NCR",Rohini,0,0,"North Indian, Chinese",No,No,NULL
"Pizza Terminal","Delhi NCR","Laxmi Nagar",0,0,"Pizza, Fast Food",Yes,No,NULL
"Dunlop Hotel and Restaurant",Kolkata,Baranagar,3.4,792,"North Indian, Mughlai, Chinese",Yes,No,"Biryani , Chicken Curry , Kulcha , Tandoori Roti , Chicken Masala , Chilli Chicken , Rolls"
Deseez,"Delhi NCR","Sector 39, Gurgaon",3.9,273,"Biryani, Mughlai, Rolls",Yes,No,"Butter Chicken , Dal Makhani , Vegetable Biryani , Raita , Patra Ni Machhi , Roti , Momos"
"Chefs and Cooks Caterers","Delhi NCR","Uttam Nagar",0,0,"Fast Food, North Indian",Yes,No,NULL
"The Parantha Corner","Delhi NCR",Rohini,0,0,"North Indian",No,No,NULL
"Biryani 99","Delhi NCR",Indirapuram,2.8,14,"North Indian, Biryani",Yes,No,NULL
Kitchen22,"Delhi NCR","Defence Colony",3.6,25,"Fast Food",Yes,No,NULL
Foodie,Kolkata,Kestopur,3.2,130,"North Indian, Chinese, South Indian",Yes,No,"Salad , Butter Chicken , Chicken Kasha"
"Tirupati Dosa Centre",Mumbai,"7 Bungalows, Andheri West",3.8,71,"South Indian, Fast Food",No,No,"Golmaal Dosa , Pizza Dosa , Jini Dosa , Jinni Dosa , Pav Bhaji Dosa , Veg Dosa , Masala Dosa"
"Chinese Express","Delhi NCR","Sector 19, Faridabad",3.4,89,"Chinese, Fast Food",Yes,No,"Chowmein , Manchurian , Burgers"
"D'Brata Biryani",Kolkata,Kalyani,0,0,Biryani,Yes,No,NULL
"Where's My Cone?",Mumbai,"Pali Hill, Bandra West",4.1,336,"Ice Cream, Desserts",Yes,No,"Brownie Chocolate , Thick Shakes , Ice Cream Sandwich , Roasted Almond Ice Cream , Filter Coffee Ice Cream , Triple Chocolate , Mint Ice Cream"
"Kadimi Sweets","Delhi NCR",Jangpura,3.8,375,"Mithai, Street Food, North Indian",Yes,No,"Jalebi , Raita , Naan , Chole Bhature , Pakoda , Noodle , Dhokla"
Bikanervala,"Delhi NCR","Sector 29, Gurgaon",4.2,2347,"Mithai, Street Food, South Indian, North Indian, Chinese",Yes,No,"Chaat , Chole Bhature , Raj Kachori , Thali , Lassi , Dhokla , Tandoori Platter"
Brewtoast,"Delhi NCR","Amar Colony",4,134,Cafe,Yes,No,"Pasta , Tea , Grilled Sandwich , Burgers , Cheesy Garlic Bread , Waffles , Fries"
"Mirwah Restaurant",Mumbai,Mahakali,4,944,"North Indian, Chinese",Yes,No,"Butter Chicken , Dumplings , Biryani , Momos , Masala Chaach , Sea Food , Caramel Custard"
Ayde's,"Delhi NCR",Kapashera,3.1,7,"Fast Food, Beverages",No,No,NULL
"Shera Ki Rasoi","Delhi NCR",Mahipalpur,0,0,"Chinese, North Indian",No,No,NULL
"Cheese Central","Delhi NCR","Sector 132, Noida",3.6,60,"Italian, Fast Food, Burger, Sandwich",Yes,No,NULL
"The Tummy Tickles","Delhi NCR","West Delhi",0,0,"Chinese, Fast Food",No,No,NULL
"Muradabad Ki Shahi Chicken Biryani","Delhi NCR","Sheikh Sarai",3.2,8,Biryani,No,No,NULL
"Cafe L2L","Delhi NCR","Sector 2, Noida",3.3,16,Cafe,Yes,No,NULL
"Sweet Sins","Delhi NCR",Kalkaji,0,0,"Bakery, Desserts",No,No,NULL
Kwality,Kolkata,"Park Street Area",3.6,722,"North Indian, Mughlai, Continental",Yes,Yes,"Pindi Chana , Panneer Butter Masala , Chicken Bharta , Dal Makhani , Naan , Prawn , Chicken Sizzler"
"Punjabi Dhaba",Mumbai,Chakala,0,0,"Chinese, North Indian",No,No,NULL
"Anda's Funda","Delhi NCR","Lajpat Nagar 4",3.7,37,"North Indian, Fast Food",Yes,No,"Anda Curry , Omelette"
"Dragon Express",Mumbai,Kharghar,3.5,67,Chinese,Yes,No,"Manchow Soup , Barbeque Chicken , Triple Schezwan Rice , Crispy Chicken"
"Essen Foods","Delhi NCR","Sector 59, Noida",0,0,"North Indian, Mughlai, Chinese",Yes,No,NULL
"Patiala Food Factory","Delhi NCR","Sector 23, Dwarka",2.9,61,"North Indian",No,No,"Rolls , Tandoori Chicken"
"S V Fast Food","Delhi NCR",Indirapuram,0,0,Chinese,No,No,NULL
"Royal Inn Hotel And Restaurant",Kolkata,Kalyani,0,0,"North Indian, Chinese",Yes,No,NULL
"Goms Pizza","Delhi NCR","Amrapali Leisure Valley",3.3,11,"Fast Food, Chinese",Yes,No,NULL
"Atipriya's Kitchen","Delhi NCR",Azadpur,0,0,Desserts,No,No,NULL
"Hem- The Cake Shop",Mumbai,"Kandivali West",3.3,30,"Bakery, Desserts",Yes,No,NULL
"Waah Kachori",Kolkata,Baguihati,3.2,17,"Street Food, Fast Food",Yes,No,NULL
"Arabitia CafÃƒÂ©","Delhi NCR","Netaji Subhash Place",3.7,113,"Cafe, Street Food",Yes,No,"Momos , Sandwich , Cappuccino , Peanut Butter Banana , Blended Coffee , Samosa , Masala Chai"
"Bharawaan Di Rasoi","Delhi NCR","Sector 15, Faridabad",3.5,66,"North Indian, Chinese",Yes,No,NULL
"Bahaar Restaurant","Delhi NCR","MG Road, Gurgaon",0,0,"North Indian",No,No,NULL
"Hauz Khas Social","Delhi NCR","Hauz Khas Village",4.7,14936,"Kontinental Drink, Pizza, Biryani",No,Yes,"Cocktails , Long Island Iced Tea , Nachos , Pizza , Biryani , Momos , Burgers"
"Time Out Cafe","Delhi NCR",Indirapuram,4,1372,"Cafe, Mexican, Pizza, Chinese",Yes,No,"Burgers , Sandwich , Noodle , Pan Fried Noodles , Veg Burger , White Sauce Pasta , Chilli Potatoes"
"Crazy Bhukkhad","Delhi NCR","South City 2",4.3,97,"North Indian, Chinese",Yes,No,NULL
"South Indian Corner","Delhi NCR",Rohini,3.8,205,"South Indian, Chinese, North Indian",No,No,"Mysore Masala Dosa , Rava Masala Dosa , Idli , Chowmein , Noodle , Dal Vada , Dal Makhani"
"Chennai Food Palace","Delhi NCR",Vaishali,3.4,19,"South Indian",No,No,NULL
"Adarsh Pure Veg",Mumbai,Vikhroli,3.6,67,"North Indian, Chinese, South Indian, Beverages",No,No,"Vegetable Biryani , Masala Dosa"
"Melting Flavours","Delhi NCR","Sector 132, Noida",3.5,130,"North Indian, Chinese, Rolls",Yes,No,"Butter Chicken , Chicken Tikka , Chicken Rara , Tandoori Chicken , Shahi Paneer , Chaap , Halwa"
Rosenberg,Kolkata,Ultadanga,4,641,"Chinese, North Indian, Seafood",Yes,Yes,"Barbeque Chicken , Sea Food , Momos , Sweet Corn Soup , Chicken Drumstick , Hakka Noodles , Clear Soup"
Cherubs,"Delhi NCR","Rajinder Nagar",0,0,"North Indian, Fast Food",No,No,NULL
"Shankar Store",Kolkata,Sodepur,0,0,"Chinese, Fast Food",No,No,NULL
"Bake Bite","Delhi NCR",Khanpur,3.3,5,"Bakery, Fast Food",Yes,No,NULL
"Shiv Shakti Restaurant","Delhi NCR","Mayur Vihar Phase 1",3.1,42,"South Indian, Chinese",Yes,No,NULL
"Tawa Wok","Delhi NCR","Sector 50, Gurgaon",3.7,41,"North Indian, Chinese, Beverages, Kebab",Yes,No,"Chicken Tikka , Spring Roll , Burani Raita , Biryani , Brownie , Chicken Tenders , Dal Makhani"
"Coney's - Pizza Cones & More",Mumbai,"Borivali West",3.9,65,"Pizza, Fast Food",Yes,No,"Pasta , Cone Pizza , Mojito"
"Sailors' Cafe",Mumbai,CBD-Belapur,3.9,331,"Cafe, Burger, Continental, Italian",Yes,No,"Coffee , Burgers , Peri Peri Pizza , Peri Peri Fries , Mojito , Chicken Bbq Burger , Mashed Potato"
"Spice & Tandoor","Delhi NCR","Alpha 1",0,0,"North Indian, Fast Food",No,No,NULL
Biryaniya,"Delhi NCR","DLF Phase 4",3.4,18,"Biryani, Kebab",Yes,No,NULL
"Mosaic Express- By Crowne Plaza","Delhi NCR",Rohini,0,0,"North Indian, Desserts",No,No,NULL
"Knight Delight Kafe","Delhi NCR","Old Railway Road",3.6,32,"North Indian, Chinese",Yes,No,NULL
"Ridhi Sidhi",Kolkata,"Sector 5, Salt Lake",3.4,181,"North Indian, Rajasthani",Yes,No,"Aloo Paratha , Chole , Rajma Chawal , Dal Makhani , Roti"
"Kuldeep Food Corner","Delhi NCR","Ashok Vihar Phase 3",0,0,Chinese,No,No,NULL
"Samla Food","Delhi NCR","Laxmi Nagar",3.4,56,"North Indian",No,No,NULL
"FCF Chaap & Kabab's","Delhi NCR","Subhash Nagar",3.8,293,"North Indian, Chinese",Yes,No,"Panneer Butter Masala , Momos , Rolls , Chatpati Chaap , Spring Roll , Butter Chaap , Paneer Tikka"
"Plum By Bent Chair","Delhi NCR",Aerocity,4.9,1643,Asian,No,No,"Cocktails , Sushi , Noodle , Pizza , Hot Chocolate , Mocktails , Prawn Dim Sums"
Kittoo's,"Delhi NCR","Sector 50, Gurgaon",4.2,75,"North Indian, Mughlai",Yes,No,"Butter Chicken , Naan , Chicken Malai Tikka , Tandoori Chicken , Murgh Kalimirch , Chilli Chicken , Afghani Tikka"
"WOW Popcorn",Mumbai,"Carter Road, Bandra West",4.1,395,"Fast Food",No,No,"Caramel Popcorn , Cocoamello Popcorn , Chocolate Popcorn , Corn Kernels , Caramel Coffee , Chips"
"Raj Bakers And Confectioners","Delhi NCR","Tagore Garden",3.4,23,"Fast Food, Bakery",Yes,No,NULL
"Choutala Food Junction","Delhi NCR",Trilokpuri,0,0,"North Indian",No,No,NULL
"Ghosh Sweets",Kolkata,Kankurgachi,3.3,7,Mishti,No,No,NULL
"Hungry Hippo",Kolkata,"Lake Town",3.4,132,"Fast Food, Beverages",Yes,No,"Maggi , Pasta , Sandwich , Vada Pav , Cheesy Garlic Bread , Signature Garlic Bread , Burgers"
"Vimal Sweets","Delhi NCR",Nangloi,3.3,11,"Mithai, Bakery",Yes,No,NULL
Puchkawala,Kolkata,Hatibagan,0,0,"Street Food",No,No,NULL
"The Royal Food Junction","Delhi NCR","Ambedkar Road",0,0,"Mughlai, North Indian",No,No,NULL
"Mojo's Food","Delhi NCR","West Patel Nagar",0,0,"Chinese, Fast Food",Yes,No,NULL
"Tohfay Walla","Delhi NCR","Sector 72, Noida",0,0,Bakery,No,No,NULL
"Mayur Restaurant & Bar",Mumbai,"Santacruz West",2.4,151,"South Indian, North Indian, Chinese",No,No,"Pav Bhaji , Tea , Vada , Beer , Idli Sambar , Roti , Masala Dosa"
"Wat the Waffle","Delhi NCR","Jail Road",3.8,115,"Cafe, Desserts, Pizza",Yes,No,"Waffles , Nutella Waffle , Pasta , Brownie , Pizza"
"Pirates of Punjab","Delhi NCR","Tilak Nagar",3.8,95,"North Indian, Fast Food, Momos",Yes,No,"Sandwich , Peri Peri Fries , Butter Chicken Momos"
"Woodz Pizza",Mumbai,"Andheri Lokhandwala, Andheri West",4.3,54,"Pizza, Fast Food",Yes,No,"Chicken Tornado , Veggie Pizza , Cheesy Garlic Bread , Stuffed Garlic Bread , Margherita Pizza"
"Back To Pavilion Cafe","Delhi NCR","Preet Vihar",3.6,51,"Continental, Chinese",Yes,No,NULL
"Cherry Berry","Delhi NCR","Gujranwala Town",3.4,13,"Bakery, Desserts",No,No,NULL
Diggin,"Delhi NCR",Chanakyapuri,4.3,2727,"Cafe, Italian, Mexican, Desserts",No,No,"Pizza , Pasta , Strawberry Mojito , Lemonade , Tiramisu , Burgers , Mocktails"
"The Crossings Restaurant","Delhi NCR","Crossing Republik",3.6,69,"North Indian, Mughlai, Chinese",No,No,NULL
"Eggers Madhouse","Delhi NCR","Sector 29, Gurgaon",4.1,922,"Fast Food, Healthy Food",Yes,No,"Egg Chomu , Nutella Shake , Pancakes , Bun Maskas , Egg Shawarma , Waffles , Omelette"
"Dogs & Wiches","Delhi NCR","Chittaranjan Park",3.9,429,"Fast Food, American, Chinese",Yes,No,"Burgers , Hot Dog , Sandwich , Pasta , Waffles , Pancakes , Paneer Wrap"
"The FitBox Co.",Mumbai,Sion,3.7,69,"Healthy Food, Salad, Sandwich",Yes,No,NULL
"Chicken App","Delhi NCR",Inderlok,3.5,35,"North Indian",Yes,No,NULL
"Kebabs & Curries","Delhi NCR","Malviya Nagar",0,0,"North Indian, Mughlai, Kebab, Street Food",No,No,NULL
Al-Rim,Kolkata,"Ajoy Nagar",0,0,"North Indian, Mughlai",No,No,NULL
"Piyali Restaurant",Kolkata,"Dum Dum",2.6,129,"North Indian, Bengali, Chinese, Seafood",Yes,No,NULL
Rasoi,"Delhi NCR",Mahipalpur,0,0,"North Indian, Chinese",No,No,NULL
"Mr. King","Delhi NCR","Govind Puram",2.8,76,"North Indian, Chinese, Mughlai, Momos",Yes,No,"Tandoori Momos"
"Online Cake Palace","Delhi NCR","East Delhi",0,0,"Desserts, Bakery",Yes,No,NULL
"Thali King- Make My Thali","Delhi NCR","Sector 20, Dwarka",3.2,198,"North Indian",Yes,No,"Paratha , Chur Chur Naan , Raita , Veg Thali"
"Rajubhai Bhurji Wala",Mumbai,"Borivali West",3.8,90,"Street Food",No,No,"Egg Dosa , Omelette , Cheese Bhurji , Bhurji Pav"
"Indian Halal Meat Shop","Delhi NCR","Kamla Nagar",3.3,16,"Raw Meats, North Indian",No,No,NULL
"New Madras Cafe","Delhi NCR",Shahdara,3.4,39,"South Indian, Chinese",Yes,No,NULL
"Momos Republic",Mumbai,"Majiwada, Thane West",3.5,43,"Chinese, Momos",Yes,No,NULL
"Baleshwar Rasoi","Delhi NCR","Ashok Vihar Phase 1",3,5,"North Indian",No,No,NULL
"Wafflista Cafe","Delhi NCR","Laxmi Nagar",3.4,15,"Fast Food, Street Food, Beverages, Desserts",No,No,NULL
Rajasthali,Kolkata,Tollygunge,3.3,24,Rajasthani,No,No,NULL
"Shree Sai Kulcha Hut",Mumbai,Kalyan,3.7,80,"North Indian",Yes,No,"Lassi , Soya Chaap , Naan , Paneer Kulcha , Rolls , Chole Kulche"
"New Sethi's Restaurant","Delhi NCR","Nehru Nagar",3.3,13,"Chinese, North Indian",Yes,No,NULL
"Diet Brite","Delhi NCR",Shahdara,3.5,39,"Fast Food, North Indian",Yes,No,NULL
"Cafe Meals","Delhi NCR",Naraina,3.6,52,"Continental, Fast Food",Yes,No,NULL
"Wrap & Roll","Delhi NCR","Karol Bagh",3.8,290,"Rolls, Chinese, Fast Food",Yes,No,"Rolls , Chicken Roll , Paneer Roll , Tandoori Momos , Egg Roll , Noodle , Manchurian Roll"
"Lalaji Food Plaza",Kolkata,Liluah,3.3,154,"North Indian, South Indian, Fast Food",Yes,No,NULL
"Om Sweets & Snacks","Delhi NCR","Sector 31, Gurgaon",4.1,2062,"North Indian, Mithai, Fast Food, South Indian, Chinese",Yes,No,"Raj Kachori , Chaat , Chole Bhature , Thali , Chana Bhatura , Rasmalai , Pav Bhaji"
"Hakka Treat","Delhi NCR","Laxmi Nagar",3.2,12,"Chinese, Fast Food",No,No,NULL
"M M Fast Food Center",Kolkata,Jadavpur,4,166,"Chinese, Fast Food",Yes,No,"Noodle , Rolls , Pan Fried Momos , Chicken Mayo Roll , Fish , Hakka Noodles , Chips"
"Desi Chulha","Delhi NCR","Badarpur Border",0,0,"North Indian",No,No,NULL
"Cheers Resto Bar","Delhi NCR","Prashant Vihar",3.6,36,"North Indian",Yes,No,"Bhatti Chicken , Chicken Lollipop , Dahi Ke Shole"
"Good Food Xpress & Bakery","Delhi NCR",Pitampura,3,4,Bakery,No,No,NULL
"Delicious Treasure","Delhi NCR","Sector 52, Noida",0,0,"North Indian",No,No,NULL
"Thali Junction",Kolkata,"New Town",3.2,66,"North Indian, South Indian, North Eastern",Yes,No,NULL
"Special Muradabadi Chicken Biryani","Delhi NCR",Jasola,0,0,"Biryani, North Indian",Yes,No,NULL
"Kitchen Lab","Delhi NCR",Vasundhara,3.1,4,"North Indian, Chinese",No,No,NULL
"Rani's Bakery",Mumbai,"Malad West",3.6,51,Bakery,No,No,"Burgers , Chicken Burger , Chicken Mayo Roll , Rolls"
"The Kitchen Exotica","Delhi NCR",Jasola,3.3,42,"North Indian, Chinese",Yes,No,NULL
"Choco Smith Gourmet Bakery","Delhi NCR","Sheikh Sarai",2.9,16,"Bakery, Fast Food",Yes,No,NULL
"CafÃƒÂ© Bogchi","Delhi NCR","Sector 15, Faridabad",4.1,531,"Cafe, Continental, Beverages",Yes,Yes,"Pizza , Pasta , Salad , Bagel , Waffles , Detox Water , Burgers"
"Song Dong Momos & Kathi Roll","Delhi NCR","Sector 31, Faridabad",0,0,"Momos, Rolls",No,No,NULL
"Vardaan Food Corner","Delhi NCR","DLF Phase 3",3.3,11,"South Indian, Street Food",Yes,No,NULL
"Chaska Point","Delhi NCR",Shakarpur,0,0,"Awadhi, Hyderabadi, Biryani, North Indian, Lucknowi, Mughlai",Yes,No,NULL
"CHD Chache Di Hatti","Delhi NCR","Vasant Vihar",0,0,"Chinese, Fast Food, North Indian",No,No,NULL
"Fabelle Chocolate Boutique - ITC Maurya","Delhi NCR",Chanakyapuri,4.3,106,"Desserts, Ice Cream",No,No,"Hot Chocolate , Cupcake , Madagascar Vanilla , Coffee , Caramel Ganache , Mousse"
"The Subtle Baker",Kolkata,"Dobson Road",3.4,41,"Bakery, Desserts",No,No,NULL
"Frozen Fantasy","Delhi NCR",Safdarjung,3.7,47,"Bakery, Desserts",Yes,No,"Chocolate Mousse , Chocolate Truffle Cake"
Thooso,Mumbai,"Andheri Lokhandwala, Andheri West",4.4,414,"Biryani, Rolls",Yes,No,"Butter Chicken , Biryani , Rolls , Chicken Roll , Dal Tadka , Tikka , Gulab Jamun"
"Snickerdoodle-Virgin Bar & Cafe",Mumbai,Ambernath,3.8,132,"Cafe, Beverages",Yes,No,"Fries , Nachos , Sandwich , Hot Chocolate , Fried Cheese , Brownie"
Rollick,Kolkata,"Park Street Area",4.2,388,"Ice Cream, Desserts",Yes,No,"Brownie , Hot Chocolate Fudge , Ice Cream Sandwich , Chocolate Overload , Ice Cream Sundae , Vanilla Ice Cream , Ferrero Rocher Sundae"
"Naturals Ice Cream","Delhi NCR","Connaught Place",4.5,4042,Zmrzlina,No,No,"Coffee Walnut , Mango Ice Cream , Kesar Pista , Choco Almond , Waffle Cone , Kala Jamun , Anjeer Ice Cream"
